1	2	0.1335810
1	3	0.2246091
1	4	0.3701510
1	5	0.4687174
1	6	0.3600448
1	7	0.2305322
1	8	0.3594673
1	9	0.3752353
1	10	0.2035880
1	11	0.2787499
1	12	0.2979343
1	13	0.1727946
1	14	0.2581737
1	15	0.4317490
1	16	0.2841472
1	17	0.3410598
1	18	0.3313428
1	19	0.4578053
1	20	0.4394839
1	21	0.2131048
1	22	0.3127106
1	23	0.2722122
1	24	0.2689954
1	25	0.1449107
1	26	0.2170438
1	27	0.1842603
1	28	0.3710854
1	29	0.1982135
1	30	0.4024983
1	31	0.4591355
1	32	0.1222727
1	34	0.1848555
1	35	0.3458381
1	36	0.3116890
1	37	0.3482304
1	39	0.1913421
1	40	0.1845676
1	41	0.4675409
1	42	0.4769030
1	44	0.3947309
1	47	0.4619580
1	48	0.4848922
1	49	0.4088116
1	50	0.3340282
1	52	0.2776902
1	53	0.3220245
1	54	0.3753840
1	56	0.1432980
1	57	0.2250450
1	58	0.2543490
1	59	0.2237503
1	61	0.1244215
1	63	0.4978133
1	66	0.1962710
1	67	0.4401160
1	69	0.4438718
1	71	0.3881317
1	72	0.2464528
1	74	0.1016227
1	76	0.4568048
1	77	0.3922372
1	79	0.4912838
1	80	0.3035014
1	81	0.1208953
1	82	0.4342128
1	84	0.3948727
1	85	0.2545978
1	87	0.3584804
1	88	0.2749576
1	90	0.4047232
1	91	0.2157062
1	92	0.3075786
1	97	0.1310408
1	98	0.1202808
1	100	0.1759348
1	104	0.4279723
1	109	0.1986596
1	111	0.3614307
1	113	0.2902858
1	114	0.2810289
1	115	0.1626500
1	123	0.1812970
1	124	0.2040542
1	125	0.2018065
1	126	0.3342576
1	128	0.1678373
1	131	0.3957476
1	134	0.4315526
1	135	0.4432919
1	139	0.4933054
1	145	0.4069328
1	146	0.3746844
1	147	0.4832738
1	148	0.1068702
1	149	0.3551627
1	154	0.3292586
1	158	0.2454233
1	159	0.4677297
1	163	0.1116813
1	170	0.4927689
1	177	0.2983065
1	178	0.1710771
1	180	0.1388751
1	185	0.4003596
1	187	0.2635105
1	189	0.1312575
1	197	0.2761898
1	205	0.4787364
1	209	0.2419669
1	210	0.2837782
1	212	0.4010740
1	216	0.2403830
1	219	0.1681584
1	225	0.1561918
1	229	0.2816112
1	230	0.4066928
1	231	0.1381912
1	233	0.3558657
1	234	0.2813831
1	236	0.2769392
1	237	0.2324979
1	238	0.2332999
1	243	0.3084098
1	246	0.2371328
1	253	0.1834688
1	255	0.4769998
1	258	0.1312078
1	261	0.4813358
1	265	0.3467810
1	274	0.2026720
1	276	0.3815067
1	277	0.2499188
1	281	0.4799664
1	288	0.3934487
1	289	0.1720306
1	291	0.4472415
1	296	0.1008196
1	303	0.4567501
1	306	0.1596375
1	307	0.3022702
1	316	0.2163738
1	317	0.4036388
1	322	0.2491475
1	324	0.4391022
1	331	0.3767081
1	332	0.2236973
