1	2
1	3
1	4
1	5
1	6
1	7
1	8
1	9
1	10
1	11
1	12
1	13
1	14
1	15
1	16
1	17
1	18
1	19
1	20
1	21
1	22
1	23
1	24
1	25
1	26
1	27
1	28
1	29
1	30
1	31
1	32
1	34
1	35
1	36
1	37
1	39
1	40
1	41
1	42
1	44
1	47
1	48
1	49
1	50
1	52
1	53
1	54
1	56
1	57
1	58
1	59
1	61
1	63
1	66
1	67
1	69
1	71
1	72
1	74
1	76
1	77
1	79
1	80
1	81
1	82
1	84
1	85
1	87
1	88
1	90
1	91
1	92
1	97
1	98
1	100
1	104
1	109
1	111
1	113
1	114
1	115
1	123
1	124
1	125
1	126
1	128
1	131
1	134
1	135
1	139
1	145
1	146
1	147
1	148
1	149
1	154
1	158
1	159
1	163
1	170
1	177
1	178
1	180
1	185
1	187
1	189
1	197
1	205
1	209
1	210
1	212
1	216
1	219
1	225
1	229
1	230
1	231
1	233
1	234
1	236
1	237
1	238
1	243
1	246
1	253
1	255
1	258
1	261
1	265
1	274
1	276
1	277
1	281
1	288
1	289
1	291
1	296
1	303
1	306
1	307
1	316
1	317
1	322
1	324
1	331
1	332
1	339
1	342
1	346
1	351
1	352
1	362
1	368
1	371
1	372
1	373
1	375
1	381
1	385
1	391
1	396
1	401
1	404
1	406
1	411
1	412
1	414
1	417
1	420
1	421
1	423
1	431
1	432
1	433
1	449
1	450
1	453
1	457
1	480
1	485
1	488
1	491
1	492
1	507
1	509
1	511
1	521
1	525
1	527
1	537
1	539
1	542
1	548
1	549
1	556
1	558
1	561
1	566
1	571
1	583
1	585
1	591
1	604
1	605
1	613
1	614
1	625
1	631
1	633
1	641
1	642
1	646
1	659
1	662
1	671
1	672
1	673
1	681
1	682
1	697
1	703
1	714
1	715
1	724
1	734
1	736
1	742
1	743
1	750
1	757
1	760
1	761
1	766
1	769
1	774
1	783
1	786
1	788
1	794
1	825
1	832
1	834
1	840
1	841
1	842
1	853
1	865
1	872
1	884
1	888
1	889
1	898
1	900
1	906
1	911
1	912
1	937
1	945
1	958
1	972
1	980
1	981
1	982
1	988
1	992
1	1009
1	1027
1	1029
1	1041
1	1052
1	1057
1	1058
1	1065
1	1071
1	1087
1	1094
1	1107
1	1112
1	1116
1	1136
1	1151
1	1154
1	1158
1	1160
1	1171
1	1175
1	1176
1	1209
1	1223
1	1226
1	1255
1	1262
1	1263
1	1265
1	1266
1	1273
1	1281
1	1282
1	1294
1	1306
1	1309
1	1312
1	1314
1	1324
1	1334
1	1374
1	1375
1	1380
1	1388
1	1395
1	1397
1	1403
1	1406
1	1410
1	1413
1	1446
1	1447
1	1457
1	1459
1	1460
1	1481
1	1495
1	1532
1	1541
1	1549
1	1551
1	1554
1	1579
1	1587
1	1603
1	1608
1	1613
1	1649
1	1652
1	1654
1	1661
1	1677
1	1683
1	1691
1	1702
1	1707
1	1710
1	1714
1	1716
1	1720
1	1723
1	1733
1	1744
1	1747
1	1748
1	1762
1	1763
1	1773
1	1775
1	1795
1	1797
1	1801
1	1816
1	1849
1	1858
1	1884
1	1900
1	1918
1	1933
1	1942
1	1950
1	1953
1	1955
1	1967
1	1970
1	1978
1	1994
1	2004
1	2013
1	2014
1	2037
1	2053
1	2061
1	2064
1	2071
1	2078
1	2100
1	2115
1	2119
1	2138
1	2153
1	2158
1	2176
1	2186
1	2200
1	2201
1	2228
1	2233
1	2248
1	2279
1	2280
1	2298
1	2299
1	2308
1	2331
1	2347
1	2348
